Time (s),Volume (m^3),N2,Ar,He,Ne,toluene(1),tolyl(2),C7H8O(3),MHCHD(4),C7H6O(5),O2(6),C7H7O2(7),OH(8),C7H6O2(9),C7H6O2(10),H2O(14),S(514),S(513),S(512),S(656),S(637),S(872),S(871),S(870),HO2(15)
0.009999999999999998,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998393115e-11,2.6513784354394526e-25,5.90672647231088e-25,3.486688296906233e-28,0.0,0.2099999999789998,5.521926533271321e-21,9.999939311389587e-16,5.450848418488357e-22,0.0,6.0681700067275585e-21,1.2045562244860198e-29,2.6343842075698447e-31,2.530861547835825e-33,3.2252936990076086e-34,4.401482236369047e-25,4.531833024902694e-25,1.4880489104860754e-28,3.194877537656891e-30,5.456755042581048e-22
0.017592186044415002,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999997932367e-11,2.651477463444933e-25,1.039393565735082e-24,3.4866722317754693e-28,0.0,0.2099999999789998,9.185742431316867e-21,9.999893236514946e-16,1.4877142891013917e-21,0.0,1.0675208750043047e-20,1.204550674419134e-29,2.634372069482591e-31,2.530849886735592e-33,3.2252788382685315e-34,7.324463342486432e-25,7.541418495663713e-25,2.476247593230278e-28,5.316564324345824e-30,1.4887536419138219e-21
0.035184372088831004,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999996864757e-11,2.651657390239801e-25,2.0791333133527908e-24,3.4866350069557707e-28,0.0,0.2099999999789998,1.6043871311468994e-20,9.99978647554756e-16,5.30353145890097e-21,0.0,2.1350265748842897e-20,1.2045378142537116e-29,2.6343439440900135e-31,2.530822866578705e-33,3.2252444041676882e-34,1.279585757382995e-24,1.3174923464051346e-24,4.326011370653393e-28,9.288052481115813e-30,5.305610299473386e-21
0.070368744177663,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999994729583e-11,2.6518829785481433e-25,4.158568406693317e-24,3.486560558902082e-28,0.0,0.2099999999789998,2.5338053625819988e-20,9.999572958160544e-16,1.7357501539812536e-20,0.0,4.269992501526387e-20,1.2045120944706869e-29,2.6342876945029497e-31,2.5307688274159386e-33,3.2251755374328333e-34,2.0210727806260855e-24,2.080948725718943e-24,6.832823673022789e-28,1.4670239921273076e-29,1.7361658166344707e-20
0.09999999999999998,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999992931478e-11,2.6519570778170645e-25,5.909733435454631e-24,3.486497863582736e-28,0.0,0.2099999999789998,2.9348608657207497e-20,9.999393147673765e-16,3.132559045896468e-20,0.0,6.06792225280614e-20,1.2044904349385656e-29,2.634240324751165e-31,2.5307233191400474e-33,3.2251175423379973e-34,2.34103363817397e-24,2.4103896332564662e-24,7.914544308496351e-28,1.6992720632134625e-29,3.133149420793729e-20
0.140737488355327,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999990459418e-11,2.6520589505869155e-25,8.317260993353242e-24,3.4864116691312725e-28,0.0,0.2099999999789998,3.486237897693812e-20,9.999145941559546e-16,5.052912550661475e-20,0.0,8.53974264224917e-20,1.2044606570937497e-29,2.6341752001164454e-31,2.5306607536898924e-33,3.2250378098246435e-34,2.780920553081291e-24,2.8633098609729488e-24,9.40170982235562e-28,2.0185701431918087e-29,5.0537431225335094e-20
0.281474976710655,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999981919817e-11,2.6520317021183137e-25,1.6633935827011526e-23,3.486113914917234e-28,0.0,0.2099999999789998,4.1421664340414863e-20,9.99829198099608e-16,1.2935646838789845e-19,0.0,1.7078516609431971e-19,1.2043577910898669e-29,2.633950230479815e-31,2.5304446246221796e-33,3.224762378037051e-34,3.3042183611922876e-24,3.402112345266641e-24,1.1170870093616715e-27,2.3984131885843773e-29,1.2937304163266674e-19
0.562949953421311,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999964843533e-11,2.65166166194058e-25,3.326444461885229e-23,3.4855185077548274e-28,0.0,0.2099999999789998,4.4145261997466175e-20,9.996584350295204e-16,2.973786433234872e-19,0.0,3.4153160567327764e-19,1.2041520940666439e-29,2.63350036771832e-31,2.530012439991859e-33,3.2242116081357216e-34,3.521506213559393e-24,3.625838172645882e-24,1.190547480603768e-27,2.556134620416714e-29,2.9741162114244226e-19
0.9999999999999998,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999938338008e-11,2.6509735221673257e-25,5.9078043972632e-23,3.484594325256422e-28,0.0,0.2099999999789998,4.462581218404671e-20,9.99393379028309e-16,5.619274504598023e-19,0.0,6.065617932851872e-19,1.2038328140833991e-29,2.632802097161451e-31,2.5293416091778534e-33,3.2233567109567895e-34,3.559844463291192e-24,3.665312339531616e-24,1.2035088397473414e-27,2.583962976101645e-29,5.619854893459395e-19
1.1258999068426232,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999930702628e-11,2.6507752914749244e-25,6.651410256444487e-23,3.4843280983303164e-28,0.0,0.2099999999789998,4.476424306672779e-20,9.993170250131984e-16,6.381353594499058e-19,0.0,6.829083723372381e-19,1.2037408399022684e-29,2.632600948119713e-31,2.5291483646337752e-33,3.2231104428782708e-34,3.570888466392273e-24,3.676683563428075e-24,1.2072425858514867e-27,2.591979420478537e-29,6.382006176145864e-19
2.2517998136852473,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999862467443e-11,2.648967637649051e-25,1.3296801079267602e-22,3.4819488979763006e-28,0.0,0.2099999999789998,4.481181448424339e-20,9.98634669158723e-16,1.3203731726069448e-18,0.0,1.3651977729046213e-18,1.2029188907196384e-29,2.6308033317842276e-31,2.5274213887248827e-33,3.22090960952093e-34,3.574683965194898e-24,3.680591522307883e-24,1.208525764492612e-27,2.59473443645972e-29,1.3205008762110274e-18
4.5035996273704955,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.99999972618332e-11,2.645352651151017e-25,2.6569444337892093e-22,3.477196962508147e-28,0.0,0.2099999999789998,4.475562430506104e-20,9.972718116558563e-16,2.6831378797422452e-18,0.0,2.7279225493391233e-18,1.2012772259193754e-29,2.627212983956519e-31,2.5239721297920382e-33,3.216513923351585e-34,3.57020166061124e-24,3.675976420652127e-24,1.2070103912106453e-27,2.591480892881928e-29,2.6833820408400785e-18
9.007199254740993,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999454358036e-11,2.6381420022936714e-25,5.30423742001654e-22,3.4677188828221304e-28,0.0,0.2099999999789998,4.463379051781414e-20,9.945534934825256e-16,5.401247857273066e-18,0.0,5.4459759933721366e-18,1.1980028064961948e-29,2.620051775005008e-31,2.5170923328667016e-33,3.2077464087110807e-34,3.5604828569063615e-24,3.6659696768947565e-24,1.2037246672720501e-27,2.584426363055022e-29,5.4016914269301114e-18
9.999999999999998,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999394761017e-11,2.6365610465139133e-25,5.884649820665683e-22,3.4656407876186547e-28,0.0,0.2099999999789998,4.4607043178733574e-20,9.939574946510134e-16,5.997186742659782e-18,0.0,6.041916783644324e-18,1.1972848809751086e-29,2.6184816601224355e-31,2.515583918349727e-33,3.205824106860452e-34,3.558349194471552e-24,3.663772800206688e-24,1.2030033206997921e-27,2.5828776142847004e-29,5.997659696842969e-18
18.014398509481985,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999998913663224e-11,2.6237987579022695e-25,1.0570037398042862e-21,3.448865333751571e-28,0.0,0.2099999999789998,4.43911248935353e-20,9.891462853829574e-16,1.0807912094744056e-17,0.0,1.0852657512944367e-17,1.1914894167255216e-29,2.6058068848115844e-31,2.503407220140895e-33,3.1903062971085725e-34,3.541125173318322e-24,3.6460384810711986e-24,1.1971802399646775e-27,2.570375317226907e-29,1.0808622255943497e-17
36.02879701896397,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999997843969322e-11,2.595421180755105e-25,2.0987733309675922e-21,3.411564286255269e-28,0.0,0.20999999997899976,4.3911014798629284e-20,9.784483230013034e-16,2.1504289531101844e-17,0.0,2.1549578125011102e-17,1.1786029166671747e-29,2.5776238979534633e-31,2.4763317322384745e-33,3.1558016832137893e-34,3.502826302833078e-24,3.606604925707818e-24,1.184232194156137e-27,2.542575545528723e-29,2.1505018095505185e-17
72.05759403792794,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.99999575036743e-11,2.539875512570646e-25,4.137721840713348e-21,3.338552006300407e-28,0.0,0.2099999999789997,4.2971257424704416e-20,9.575083514855404e-16,4.24392094111173e-17,0.0,4.248751069227202e-17,1.1533791545197007e-29,2.5224591166788015e-31,2.423334745951646e-33,3.088263083133724e-34,3.4278609014937334e-24,3.529418516119256e-24,1.158887962373338e-27,2.4881608587222425e-29,4.243802432167875e-17
99.99999999999999,0.024777126559999998,0.7899999999209992,0.0,0.0,0.0,9.999994194713333e-11,2.4985948816934013e-25,5.652765659957032e-21,3.2842904756208694e-28,0.0,0.20999999997899968,4.2272845126991955e-20,9.419460980764198e-16,5.799493387993595e-17,0.0,5.804824905757888e-17,1.1346332676022581e-29,2.481461554715039e-31,2.383948253719057e-33,3.0380695016901217e-34,3.372147842302985e-24,3.472054839952662e-24,1.1400525441639769e-27,2.4477207541842517e-29,5.798955140830665e-17
144.11518807585588,0.024777126559999998,0.7899999999209992,0.0,0.0,0.0,9.999991738662368e-11,2.433421438951514e-25,8.044701526890589e-21,3.198622919489132e-28,0.0,0.20999999997899962,4.117019885129555e-20,9.173765697058367e-16,8.255415442556861e-17,0.0,8.261538549230396e-17,1.105037450830638e-29,2.4167350183123427e-31,2.3217652579223687e-33,2.958824382691031e-34,3.284188627630589e-24,3.381489647884135e-24,1.110315376293707e-27,2.3838743259302826e-29,8.254214516936601e-17
