Time (s),Volume (m^3),N2,Ar,He,Ne,toluene(1),tolyl(2),C7H8O(3),MHCHD(4),C7H6O(5),O2(6),C7H7O2(7),OH(8),C7H6O2(9),C7H6O2(10),H2O(14),S(514),S(513),S(512),S(656),S(637),S(872),S(871),S(870)
2.047e-12,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,1.2423293787071087e-30,0.0,1.210008918241109e-34,0.0,0.2099999999789998,3.8816148957707864e-36,9.99999999899998e-16,0.0,0.0,1.2423332603220046e-30,8.34788356521649e-40,2.2879716852321024e-40,4.920145468314832e-41,5.152477007774661e-45,9.1442388790661e-47,8.57586283967773e-52,1.6434061586322198e-52,2.989241217049942e-53
4.095e-12,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,2.4850844327853193e-30,0.0,2.4204178544298043e-34,0.0,0.2099999999789998,1.5530486669099986e-35,9.999999998999968e-16,0.0,0.0,2.4850999632719894e-30,3.3394173222929065e-39,9.134606576538253e-40,1.8775184871329696e-40,3.3801613730497034e-44,7.317526413864231e-46,1.372557240999626e-50,2.6168104037385535e-51,4.5840792667348616e-52
8.191e-12,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,4.970571239425919e-30,0.0,4.841169886543019e-34,0.0,0.2099999999789998,6.212974602721318e-35,9.999999998999942e-16,0.0,0.0,4.970633369171952e-30,1.3354574570178823e-38,3.638670609461636e-39,6.869897583856418e-40,1.9810538867316908e-43,5.85475174620989e-45,2.196352951603522e-49,4.1450169149755592e-50,6.768018591460251e-51
1e-11,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,6.0682668766108056e-30,0.0,5.9102385561454206e-34,0.0,0.2099999999789998,1.0329218833155817e-34,9.999999998999932e-16,0.0,0.0,6.068370168799151e-30,2.2193940492608736e-38,6.022090633437263e-39,1.0524687524731628e-39,3.8116367297157425e-43,1.4905104022234183e-44,9.471448145677189e-49,1.7584106233920508e-49,2.5973546239425947e-50
1.6383e-11,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,9.941451648391419e-30,0.0,9.68241396690945e-34,0.0,0.2099999999789998,2.4853258038718765e-34,9.999999998999893e-16,0.0,0.0,9.941700180971852e-30,5.338336707241534e-38,1.4431913747332463e-38,2.3420499682059685e-39,1.0270791117093963e-42,4.683898936101971e-44,3.5141394316916645e-48,6.500351315643323e-49,9.373965070430431e-50
3.2767e-11,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,1.9882839663039792e-29,0.0,1.9363881332291385e-33,0.0,0.2099999999789998,9.941415313898226e-34,9.999999998999794e-16,0.0,0.0,1.9883833804571558e-29,2.1323501766720496e-37,5.676293349862327e-38,7.190996234382288e-39,4.795197530314148e-42,3.74685110653202e-43,5.621859448169716e-47,1.0001803255289163e-47,1.1807902934307906e-48
6.5535e-11,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,3.9764124591039e-29,0.0,3.87228321157685e-33,0.0,0.2099999999789998,3.9764607285749626e-33,9.999999998999595e-16,0.0,0.0,3.9768101051770574e-29,8.50525883795331e-37,2.1967417667850635e-37,1.9438351944683138e-38,2.0828276863163265e-41,2.996892000961339e-42,8.99201359743601e-46,1.4860280549537896e-46,1.3226754792630865e-47
9.999999999999999e-11,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,6.067189188980711e-29,0.0,5.907625340660606e-33,0.0,0.2099999999789998,1.02494047071987e-32,9.999999998999386e-16,0.0,0.0,6.068214129452833e-29,2.1822800395409497e-36,5.378705541168686e-37,3.3717542420042705e-38,5.541207124840117e-41,1.402404291150265e-41,7.987334135424629e-45,1.1640829749124018e-45,7.565750215178835e-47
1.31071e-10,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,7.952073093637679e-29,0.0,7.742533661936144e-33,0.0,0.2099999999789998,1.5904609766238836e-32,9.999999998999197e-16,0.0,0.0,7.953663554616701e-29,3.3828874201639624e-36,8.247319974184024e-37,4.65905651172688e-38,8.659016715276e-41,2.3965276218957437e-41,1.4377450876268536e-44,2.079561992581235e-45,1.319402745642759e-46
2.62143e-10,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,1.5901009673850017e-28,0.0,1.5477200893387612e-32,0.0,0.2099999999789998,6.360779626158761e-32,9.999999998998402e-16,0.0,0.0,1.5907370453495358e-28,1.3380270021786982e-35,2.934162942177103e-36,1.0245727028175478e-37,3.5026946549960804e-40,1.915665383036118e-40,2.2972885246338843e-43,2.657086464697472e-44,1.2012820537579768e-45
5.24287e-10,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,3.178934979869407e-28,0.0,3.0925137288594425e-32,0.0,0.2099999999789998,2.5434452402661025e-31,9.99999999899681e-16,0.0,0.0,3.181478425125014e-28,5.234956224632761e-35,9.575691858771607e-36,2.1455596085990357e-37,1.3859931061792754e-39,1.5301089876752856e-39,3.6659000570473486e-42,3.0230019806781833e-43,1.0301338396755136e-44
9.999999999999999e-10,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,6.058738003728011e-28,0.0,5.88902775110666e-32,0.0,0.2099999999789998,9.460521675270118e-31,9.999999998993923e-16,0.0,0.0,6.0681985255159855e-28,1.8685909953355239e-34,2.6081512735994125e-35,4.175633512339408e-37,4.974631486253896e-39,1.1214254257469462e-38,5.328147215724998e-41,2.798276794828774e-42,7.831664324994179e-44
1.0485750000000002e-09,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,6.3527943609937e-28,0.0,6.174579477947549e-32,0.0,0.2099999999789998,1.0166823558612222e-30,9.99999999899363e-16,0.0,0.0,6.362961184674958e-28,2.0059385299567554e-34,2.7766920217208826e-35,4.3829241263738974e-37,5.341066940639473e-39,1.2203101222930266e-38,5.834771254750074e-41,3.053140679540069e-42,8.526167824634417e-44
2.0971510000000003e-09,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,1.2685315023424426e-27,0.0,1.2313784886871461e-31,0.0,0.2099999999789998,4.06116793664999e-30,9.999999998987265e-16,0.0,0.0,1.2725926703770797e-27,7.397539885940641e-34,7.073402372092441e-35,8.839552761386434e-37,1.9752851706499668e-38,9.70344081301129e-38,9.239431416011408e-40,2.7951692319634487e-41,6.909402511202533e-43
4.194303e-09,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,2.52898543595211e-27,0.0,2.451802010462134e-31,0.0,0.2099999999789998,1.6200337460689132e-29,9.999999998974539e-16,0.0,0.0,2.545185774194628e-27,2.554833565688834e-33,1.6165059090597402e-34,1.7698765602796493e-36,6.831561018916097e-38,7.671001019492626e-37,1.4484201875889546e-38,2.387905041280415e-40,5.5147522594519356e-42
8.388607e-09,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,5.025922626918718e-27,0.0,4.8746119151197265e-31,0.0,0.2099999999789998,6.444934868270668e-29,9.999999998949084e-16,0.0,0.0,5.0903719818232454e-27,7.987588542388913e-33,3.4456663578950952e-34,3.528579733235627e-36,2.1373610601617058e-37,5.99715034594019e-36,2.2268277162383936e-37,1.944390461671781e-39,4.3322081680044085e-41
9.999999999999999e-09,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,5.967139586712397e-27,0.0,5.7993229717330816e-31,0.0,0.2099999999789998,1.0105736389662088e-28,9.999999998939304e-16,0.0,0.0,6.068196965097805e-27,1.068501328247022e-32,4.144584137449473e-34,4.1998064919268394e-36,2.859540191324266e-37,1.3670202629474318e-35,8.13993993916046e-37,4.492369159908913e-39,9.890448320139648e-41
1.6777215e-08,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999991e-11,9.92572057730136e-27,0.0,9.688483247063735e-31,0.0,0.2099999999789998,2.5502377049511534e-28,9.999999998898175e-16,0.0,0.0,1.0180744397054567e-26,2.2029872922452623e-32,7.084100480987409e-34,7.0228596250877e-36,5.896889391923918e-37,4.594161316169818e-35,3.300937455496853e-36,1.5208686937988617e-38,3.3267357945943706e-40
3.3554431e-08,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.99999999899999e-11,1.936292657034965e-26,0.0,1.9280352343718766e-30,0.0,0.2099999999789998,9.985622710058127e-28,9.999999998796357e-16,0.0,0.0,2.0361489227413545e-26,5.370460357523345e-32,1.4332216370812722e-33,1.3985288314490166e-35,1.4377818848178853e-36,3.400688370442195e-34,4.587301513476196e-35,1.1376934005551626e-37,2.4654886829075935e-39
6.7108863e-08,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999987e-11,3.689116536838955e-26,0.0,3.844048547028138e-30,0.0,0.2099999999789998,3.831810551469354e-27,9.999999998592722e-16,0.0,0.0,4.072297888771688e-26,1.1941646402177913e-31,2.880906209682502e-33,2.789295125814345e-35,3.1972609513160614e-36,2.392568260558378e-33,5.744676874416447e-34,8.046684373154972e-37,1.735649851274443e-38
9.999999999999998e-08,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999986e-11,5.178518211813778e-26,0.0,5.7217718701005296e-30,0.0,0.2099999999789998,8.896773664986876e-27,9.999999998393113e-16,0.0,0.0,6.068196808812546e-26,1.8424443631138502e-31,4.299631917999198e-33,4.1522670106625893e-35,4.9330800599366147e-36,8.966416524196827e-33,3.3354967723082416e-33,3.022456526349279e-36,6.506225379027685e-38
1.34217727e-07,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999983e-11,6.727991551930639e-26,0.0,7.675228938198357e-30,0.0,0.2099999999789998,1.4166020668622314e-26,9.999999998185453e-16,0.0,0.0,8.1445958206665e-26,2.516870989888505e-31,5.7755787353762445e-33,5.57021129955758e-35,6.738909526402354e-36,1.5805406165223976e-32,6.207885752507532e-33,5.3296941075374795e-36,1.1469211336051354e-37
2.68435455e-07,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999975e-11,1.1377429520663526e-25,0.0,1.5337430917282745e-29,0.0,0.2099999999789998,4.9117467979424474e-26,9.999999997370915e-16,0.0,0.0,1.628919168379271e-25,5.163872991859562e-31,1.1564793032401505e-32,1.1131927971369668e-34,1.3826464721209167e-35,9.760927821084911e-32,5.600892317576728e-32,3.2957576796245897e-35,7.084080192691011e-37
5.36870911e-07,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999958e-11,1.7137380127447276e-25,0.0,3.0661819614739433e-29,0.0,0.2099999999789998,1.54409057151205e-25,9.999999995741836e-16,0.0,0.0,3.2578383407391454e-25,1.0458029699749863e-30,2.3143209061125307e-32,2.2255350198772324e-34,2.8001984233803693e-35,5.597691777549513e-31,4.156858688892355e-31,1.8912731470421807e-34,4.062873152413513e-36
9.999999999999997e-07,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.99999999899993e-11,2.1596088354438424e-25,0.0,5.710083817276536e-29,0.0,0.2099999999789998,3.9085393719411207e-25,9.999999992931204e-16,0.0,0.0,6.068196790942776e-25,1.9591993328590542e-30,4.3119337416669437e-32,4.144648222238015e-34,5.245888773075902e-35,2.6061488974362657e-30,2.251307162741722e-30,8.808046689509111e-34,1.8916415355706794e-35
1.0737418230000002e-06,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999926e-11,2.2306027074965276e-25,0.0,6.131059625772918e-29,0.0,0.2099999999789998,4.2850192110941395e-25,9.99999999248368e-16,0.0,0.0,6.515676684397432e-25,2.1046350537421385e-30,4.630004050012405e-32,4.4502194105885985e-34,5.635304314365854e-35,2.931984122784268e-30,2.5435843350492943e-30,9.909371357758751e-34,2.128147362152065e-35
2.1474836470000003e-06,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999861e-11,2.5295751171274314e-25,0.0,1.2260814948561607e-28,0.0,0.2099999999789998,1.050150880382609e-24,9.99999998596737e-16,0.0,0.0,1.3031353367468144e-24,4.222299238059925e-30,9.26137033329982e-32,8.899588187789955e-34,1.1305516141305188e-34,1.3853403783208534e-29,1.3086464281246432e-29,4.682842796146269e-33,1.005551597500568e-34
4.294967295e-06,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999731e-11,2.630661023486597e-25,0.0,2.4520325578139196e-28,0.0,0.2099999999789998,2.343086865486375e-24,9.999999972934747e-16,0.0,0.0,2.6062706716626126e-24,8.457627601398526e-30,1.8524102887784427e-31,1.779832573057894e-33,2.264593978100117e-34,5.923083188152315e-29,5.845254252145042e-29,2.0023243314450666e-32,4.299317337657928e-34
8.589934591e-06,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.99999999899947e-11,2.649328100936963e-25,0.0,4.903934677338417e-28,0.0,0.2099999999789998,4.947145149338018e-24,9.999999946869503e-16,0.0,0.0,5.212541334700833e-24,1.6928284305997907e-29,3.7049567948465973e-31,3.559580076976679e-33,4.532678700127803e-34,2.3066233220111285e-28,2.326332832860037e-28,7.797934426950331e-32,1.674288133426844e-33
9.999999999999997e-06,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998999385e-11,2.6496247481363584e-25,0.0,5.70890992131564e-28,0.0,0.2099999999789998,5.802577509348396e-24,9.999999938312115e-16,0.0,0.0,6.068196764884457e-24,1.9709255411302285e-29,4.31315973403675e-31,4.1438826352952454e-33,5.277305509630835e-34,3.262166690793345e-28,3.304514015152428e-28,1.1028394790851741e-31,2.3678819048265055e-33
1.7179869183e-05,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998998949e-11,2.651135236991392e-25,0.0,9.807738890823382e-28,0.0,0.2099999999789998,1.015832753383502e-23,9.999999894739012e-16,0.0,0.0,1.0425082633603768e-23,3.3869597626879884e-29,7.41004978766788e-31,7.119075066258243e-33,9.068848120535664e-34,8.127668916966635e-28,8.285285035634687e-28,2.7477477695543265e-31,5.899570940674053e-33
3.4359738367e-05,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998997906e-11,2.6512251544525284e-25,0.0,1.9615347215537204e-27,0.0,0.2099999999789998,2.0579898918106366e-23,9.999999790478034e-16,0.0,0.0,2.0850165122715618e-23,6.775222391537672e-29,1.4820235696050347e-30,1.4238064970597338e-32,1.8141186866761346e-33,2.539972062932097e-27,2.602839959940789e-27,8.587043984206836e-31,1.8436726135413949e-32
6.8719476735e-05,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998995821e-11,2.6512279827112367e-25,0.0,3.92305634559404e-27,0.0,0.2099999999789998,4.142114921122756e-23,9.99999958195608e-16,0.0,0.0,4.170032966616325e-23,1.3551747507930187e-28,2.9640607203774887e-30,2.847604448237941e-32,3.6285863980852545e-33,6.93281792799728e-27,7.122444582088306e-27,2.34383167461093e-30,5.032280867414172e-32
9.999999999999998e-05,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998993923e-11,2.6512285213840677e-25,0.0,5.708792301425349e-27,0.0,0.2099999999789998,6.039375435946869e-23,9.999999392121235e-16,0.0,0.0,6.068196517499934e-23,1.972098082538421e-28,4.313282159272906e-30,4.1438059094386605e-32,5.2804469706361524e-33,1.138170523558638e-26,1.170232763415569e-26,3.847906823708774e-30,8.261567937116526e-32
0.000137438953471,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.99999999899165e-11,2.6512291661094416e-25,0.0,7.84609943006491e-27,0.0,0.2099999999789998,8.310163796330313e-23,9.99999916491219e-16,0.0,0.0,8.34006570139543e-23,2.7104797175487847e-28,5.928134898306242e-30,5.695200231835909e-32,7.257521669559433e-33,1.6706478209986017e-26,1.7183886463474474e-26,5.648100479259555e-30,1.2126628867294942e-31
0.000274877906943,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.99999999898331e-11,2.651231476170549e-25,0.0,1.5692184944567625e-26,0.0,0.2099999999789998,1.6646138980748352e-22,9.99999833082448e-16,0.0,0.0,1.6680130475312014e-22,5.421089424969387e-28,1.185628275969918e-29,1.1390391323998113e-31,1.4515391607131614e-32,3.685266522855725e-26,3.792640618684749e-26,1.2459103977443132e-29,2.6750020883813016e-31
0.000549755813887,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998966628e-11,2.6512360959197404e-25,0.0,3.138435335581739e-26,0.0,0.2099999999789998,3.331804660344869e-22,9.99999666264934e-16,0.0,0.0,3.3360257240579153e-22,1.0842307935447018e-27,2.37125765046271e-29,2.27807716081879e-31,2.903112906077162e-32,7.734141786947701e-26,7.96146349467322e-26,2.6147503018777066e-29,5.613934921230259e-31
0.0009999999999999998,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998939304e-11,2.651243662965819e-25,0.0,5.70877840751619e-26,0.0,0.2099999999789998,6.062626325614725e-22,9.999993930214727e-16,0.0,0.0,6.068194226618531e-22,1.9722146001586673e-27,4.313292791013956e-29,4.1437966893689095e-31,5.280759144645127e-32,1.4368861321163267e-25,1.4792749978852416e-25,4.857809988865074e-29,1.0429839045622441e-30
0.001099511627775,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998933264e-11,2.651245335411785e-25,0.0,6.276867970729779e-26,0.0,0.2099999999789998,6.6661843891186e-22,9.999993326300175e-16,0.0,0.0,6.672049964085302e-22,2.1684741338949216e-27,4.7425156083053793e-29,4.556152457603155e-31,5.806259428203754e-32,1.5835247253606337e-25,1.6302580552583399e-25,5.353564354014334e-29,1.1494235818324636e-30
0.002199023255551,0.02477712656,0.7899999999209992,0.0,0.0,0.0,9.999999998866537e-11,2.6512638143833556e-25,0.0,1.2553729052620988e-25,0.0,0.2099999999789998,1.3334939337072315e-21,9.999986653606297e-16,0.0,0.0,1.3344093992038874e-21,4.336959367615096e-27,9.485028359421158e-29,9.112300010959529e-31,1.1612548598053866e-31,3.203774067509081e-25,3.2985107008286303e-25,1.0831287962444916e-28,2.3255042660708288e-30
